Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint
5250,,AV&R (Démos Client),Tests Démo sur Pièces de AECC,100% Closed Won,Closed Won,100,6/12/2017,100% Approbation du C.E.,11/12/2017,,0,0,27,0,29,181,0,0,Polishing Non-Attribué,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05250&v=search"" target=""_blank"">SharePoint Reference</a>"
5268,,Rolls-Royce Derby,Turbine Blade Robotic Polishing Study R2,100% Closed Won,Closed Won,100,23/02/2018,90% Verbal Agreement ou R.O.I. validé par DODE,21/02/2018,25,30,0,128,0,85,956,0,22,Controlled Polishing,Weld & A.M. Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05268&v=search"" target=""_blank"">SharePoint Reference</a>"
5344,,Rolls-Royce High Temperature Composites,composite plate adaptive polishing test,100% Closed Won,Closed Won,100,6/3/2018,100% Approbation du C.E.,1/3/2018,8,,,25,,20,137,,11,Controlled Polishing,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05344&v=search"" target=""_blank"">SharePoint Reference</a>"
5488,,Sterna Aviation Technology & Service Co. Ltd.,Formation 3 mois,100% Closed Won,Closed Won,100,6/6/2018,100% Approbation du C.E.,18/06/2018,12,0,3,23,1,3,191,142,78,Polishing Non-Attribué,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05488&v=search"" target=""_blank"">SharePoint Reference</a>"
5593,,AV&R (Démos Client),Compressor blade Polishing Study (Iain W.) Rolls-Royce Derby,100% Closed Won,Closed Won,100,17/08/2018,90% Verbal Agreement ou R.O.I. validé par DODE,3/9/2018,16,,,20,,8,120,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05593&v=search"" target=""_blank"">SharePoint Reference</a>"
5628,,Sterna Aviation Technology & Service Co. Ltd.,Cellule demo combo,100% Closed Won,Closed Won,100,27/09/2018,,,,,,,,,,,,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05628&v=search"" target=""_blank"">SharePoint Reference</a>"
5862,,AVIC (Beijing) Manufacturing Technology Research Institute,ACAE-s CJ-1000 fan blade profiling,30% Preliminary analysis,Develop Budgetary Proposal,30,28/09/2018,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05862&v=search"" target=""_blank"">SharePoint Reference</a>"
4998,,Rolls-Royce Derby,HPT pins removal and polishing Study,100% Closed Won,Closed Won,100,2/1/2019,90% Verbal Agreement ou R.O.I. validé par DODE,30/11/2018,30,18,0,325,0,164,1348,0,0,Pin Blending,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04998&v=search"" target=""_blank"">SharePoint Reference</a>"
,R-1980,CHROMALLOY (Thailand),Weld blending and profiling study,100% Closed Won,Closed Won,100,11/2/2019,90% Verbal Agreement ou R.O.I. validé par DODE,29/10/2018,,6,31,119,,38,533,,45,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1980&v=search"" target=""_blank"">SharePoint Reference</a>"
4705,,Hyatech,Two (2) LE and TE Robotic Profiling Systems - R4,90%  Verbal or written agreement,Verbal Agreement,90,12/4/2019,90% Verbal Agreement ou R.O.I. validé par DODE,8/4/2019,25,503,182,258,2,229,365,517,206,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04705&v=search"" target=""_blank"">SharePoint Reference</a>"
5034,,Rolls-Royce ABCF Rotherham,Machine Rental - ABCF IP+HP Turbine blade Pins Removal and polishing cell (first cell),75% Choosen,Negotiation/Review,75,12/4/2019,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,15/04/2019,20,111,48,189,52,439,518,120,132,Pin Blending,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05034&v=search"" target=""_blank"">SharePoint Reference</a>"
5452,,Hanwha Aerospace Co. LTD,"One (1) ""COMBI"" Robotic Polishing and Profiling System - R4",30% Preliminary analysis,Proposal Submitted,60,24/06/2019,60% Hot Proposal,1/5/2019,27,341,159,238,0,306,558,69,350,Controlled Polishing,Profiling,Cosmetic Polishing,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05452&v=search"" target=""_blank"">SharePoint Reference</a>"
5614,,Turbine Overhaul Services Pte Ltd (Pratt & Whitney),One (1) Robotic HPT Blade Polishing System R2,30% Preliminary analysis,Budgetary Submitted,40,28/06/2019,,,,315,132,137,0,177,160,63,172,Surface Preparation Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05614&v=search"" target=""_blank"">SharePoint Reference</a>"
5531,,AECC South Industry,Small blade Profiling & Polishing Study,30% Preliminary analysis,Develop Fixed Price Proposal,50,28/06/2019,,,,8,0,111,0,72,748,0,0,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05531&v=search"" target=""_blank"">SharePoint Reference</a>"
5859,,Azad Engineering Pvt. Ltd,"One (1) ""COMBI"" Robotic Polishing and Profiling System",30% Preliminary analysis,Develop Budgetary Proposal,30,5/7/2019,,,27,357,168,246,8,296,582,157,300,Profiling,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05859&v=search"" target=""_blank"">SharePoint Reference</a>"
5751,,AECC Guiyang,Compressor blades polishing and profiling Study,60% Short listed,R.O.M. Submitted,25,5/7/2019,,,,,,,,,,,,Cosmetic Polishing,Pin Blending,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05751&v=search"" target=""_blank"">SharePoint Reference</a>"
5734,,Rolls-Royce Derby,Fan blade blending and reprofiling study,10% Project identified,Opportunity GO,15,8/7/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05734&v=search"" target=""_blank"">SharePoint Reference</a>"
5784,,Rolls-Royce Derby,Blisk blending and reprofiling study,10% Project identified,Go/No-Go,10,10/7/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05784&v=search"" target=""_blank"">SharePoint Reference</a>"
5445,,ITOCHU Machine Tools,Polishing and profiling study,10% Project identified,R.O.M. Submitted,25,10/7/2019,,,,,,,,,,,,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05445&v=search"" target=""_blank"">SharePoint Reference</a>"
5857,,Natesan Synchrocones,Natesan Synchrocones-,10% Project identified,Opportunity GO,15,10/7/2019,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05857&v=search"" target=""_blank"">SharePoint Reference</a>"
5750,,AECC BIAM,HPT blade blending polishing and TTE study,50% Leading,R.O.M. Submitted,25,12/7/2019,,,,,,,,,,,,Controlled Polishing,Pin Blending,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05750&v=search"" target=""_blank"">SharePoint Reference</a>"
5376,,DDF (Da Doug Feng),1 Turbine Blade Robotic Polishing & Profiling Systems,50% Leading,Budgetary Submitted,40,26/07/2019,,,26,919,290,434,0,454,985,102,480,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05376&v=search"" target=""_blank"">SharePoint Reference</a>"
5774,,Rolls-Royce High Temperature Composites,CMC seals segments Polishing Study Phase 2,75% Choosen,Develop Budgetary Proposal,30,26/07/2019,,,,,,,,,,,,Controlled Polishing,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05774&v=search"" target=""_blank"">SharePoint Reference</a>"
5656,,Rolls-Royce plc,Compressor blade Polishing Study Phase 2 (Iain W.) Rolls-Royce Derby,60% Short listed,Develop R.O.M. Estimate,20,26/07/2019,,,12,,,30,,8,200,,,Cosmetic Polishing,Adaptive Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05656&v=search"" target=""_blank"">SharePoint Reference</a>"
5631,,PWMS,OEM fan blade polishing,30% Preliminary analysis,R.O.M. Submitted,25,28/07/2019,,,,,,,,,,,,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05631&v=search"" target=""_blank"">SharePoint Reference</a>"
4925,,Rolls-Royce Derby,One (1) Turbines Thin Trailing Edge profiling cell IPT (ITP),50% Leading,R.O.M. Submitted,25,8/8/2019,,22/12/2018,24,,100,200,200,150,600,,150,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04925&v=search"" target=""_blank"">SharePoint Reference</a>"
5307,,AECC Xian,HPC profiling,10% Project identified,R.O.M. Submitted,25,21/08/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05307&v=search"" target=""_blank"">SharePoint Reference</a>"
5646,,Rolls-Royce Montreal,XWB Fan blade ultrasonic skin measurement study,30% Preliminary analysis,Develop R.O.M. Estimate,20,30/08/2019,,,,,,,,,,,,RE-Profiling,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05646&v=search"" target=""_blank"">SharePoint Reference</a>"
5645,,Rolls-Royce Montreal,XWB Fan blade reprofiling,30% Preliminary analysis,R.O.M. Submitted,25,30/08/2019,,,,,,,,,,,,RE-Profiling,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05645&v=search"" target=""_blank"">SharePoint Reference</a>"
5455,,Wuxi Turbine Blade Co. Ltd.,One (1) Compressor Blade Robotic Polishing System,50% Leading,Negotiation/Review,75,30/08/2019,,,25,387,161,284,0,328,890,102,246,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05455&v=search"" target=""_blank"">SharePoint Reference</a>"
5720,,AECC BIAM,HPT blade blending + polishing and TTE cell,50% Leading,R.O.M. Submitted,25,30/08/2019,,,,,,,,,,,,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05720&v=search"" target=""_blank"">SharePoint Reference</a>"
5744,,Turbine Overhaul Services Pte Ltd (Pratt & Whitney),Robotic HPT Blade Polishing Study,30% Preliminary analysis,Budgetary Submitted,40,30/08/2019,,,,3,0,25,0,42,144,0,0,Surface Preparation Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05744&v=search"" target=""_blank"">SharePoint Reference</a>"
5305,,Senior Aerospace (Thailand) Ltd.,One (1) LE and TE Robotic Profiling System,30% Preliminary analysis,Proposal Submitted,60,19/09/2019,,21/01/2019,26,244,229,260,18,453,358,629,211,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05305&v=search"" target=""_blank"">SharePoint Reference</a>"
5200,,Rolls-Royce Montreal,BR700 serie Fan blade reprofiling,30% Preliminary analysis,Budgetary Submitted,40,19/09/2019,,,,512,378,393,460,635,452,0,458,RE-Profiling,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05200&v=search"" target=""_blank"">SharePoint Reference</a>"
5308,,AECC Chengdu,One (1) Fan Blade Robotic Polishing and Profiling System,60% Short listed,Develop Fixed Price Proposal,50,27/09/2019,,,,511,575,762,88,975,700,,523,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05308&v=search"" target=""_blank"">SharePoint Reference</a>"
5444,,ITOCHU Machine Tools,One (1) Robotic Polishing and Profiling System,10% Project identified,R.O.M. Submitted,25,27/09/2019,,,,,,,,,,,,Cosmetic Polishing,Adaptive Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05444&v=search"" target=""_blank"">SharePoint Reference</a>"
5527,,Ivchenko-Progress,"One (1) ""COMBI"" Robotic Polishing and Profiling System",50% Leading,Proposal Submitted,60,1/10/2019,,,25,396,219,497,0,222,1022,260,224,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05527&v=search"" target=""_blank"">SharePoint Reference</a>"
5721,,AECC Shenyang,Blade polishing and profiling,50% Leading,R.O.M. Submitted,25,4/10/2019,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05721&v=search"" target=""_blank"">SharePoint Reference</a>"
5375,,AECC Chengdu,One (1) Compressor Blade Robotic Polishing & Profiling System,30% Preliminary analysis,Budgetary Submitted,40,11/10/2019,,,,431,132,287,16,335,916,102,208,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05375&v=search"" target=""_blank"">SharePoint Reference</a>"
5746,,DDF (Da Doug Feng),"Two (2) ""COMBI"" Robotic Polishing & Profiling Systems (second order)",10% Project identified,Budgetary Submitted,40,18/10/2019,,,26,919,290,434,0,454,985,102,480,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05746&v=search"" target=""_blank"">SharePoint Reference</a>"
5698,,CHROMALLOY (Thailand),HPC Tip Weld blending Study,90%  Verbal or written agreement,Verbal Agreement,90,25/10/2019,60% Hot Proposal,1/10/2019,,6,31,119,0,38,533,0,45,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05698&v=search"" target=""_blank"">SharePoint Reference</a>"
5749,,INMAT,Ti-Al LPT blade polishing study,50% Leading,R.O.M. Submitted,25,25/10/2019,,,,,,,,,,,,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05749&v=search"" target=""_blank"">SharePoint Reference</a>"
5606,,Airfoil Services Sdn. Bhd. (ASSB),HPC Weld Blend & Profiling Study,50% Leading,Develop Budgetary Proposal,30,25/10/2019,,1/10/2018,,6,31,119,,38,533,,45,Weld & A.M. Blending,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05606&v=search"" target=""_blank"">SharePoint Reference</a>"
5558,,Lutsk Repair Plant Motor,Polisage et profilage de petites aubes,30% Preliminary analysis,Budgetary Submitted,40,25/10/2019,,,,395,200,277,0,269,852,113,228,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05558&v=search"" target=""_blank"">SharePoint Reference</a>"
5722,,AECC Guiyang,Compressor blades polishing and profiling cell,30% Preliminary analysis,R.O.M. Submitted,25,27/10/2019,,,,,,,,,,,,Adaptive Polishing,Pin Blending,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05722&v=search"" target=""_blank"">SharePoint Reference</a>"
5495,,INMAT,TiAl blade polishing study,10% Project identified,Develop Fixed Price Proposal,50,9/11/2019,,,,2,,,,18,328,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05495&v=search"" target=""_blank"">SharePoint Reference</a>"
5400,,AECC South Industry,One (1) Compressor Blade Robotic Profiling & Polishing System,10% Project identified,R.O.M. Submitted,25,22/11/2019,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05400&v=search"" target=""_blank"">SharePoint Reference</a>"
5426,,CHROMALLOY (Thailand),HPC Weld Blend & Profiling cell,30% Preliminary analysis,R.O.M. Submitted,25,24/11/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05426&v=search"" target=""_blank"">SharePoint Reference</a>"
5607,,Airfoil Services Sdn. Bhd. (ASSB),HPC Weld Blend & Profiling cell,30% Preliminary analysis,R.O.M. Submitted,25,25/11/2019,,,,,,,,,,,,Weld & A.M. Blending,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05607&v=search"" target=""_blank"">SharePoint Reference</a>"
5725,,SAESL,Fan blade reprofilling,10% Project identified,Opportunity GO,15,29/11/2019,,,,,,,,,,,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05725&v=search"" target=""_blank"">SharePoint Reference</a>"
5732,,Rolls-Royce Derby,Blisk blending and reprofiling system,10% Project identified,Go/No-Go,10,13/12/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05732&v=search"" target=""_blank"">SharePoint Reference</a>"
5594,,Rolls-Royce Derby,Compressor blade Polishing cell (Iain W.),30% Preliminary analysis,R.O.M. Submitted,25,20/12/2019,,3/9/2018,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05594&v=search"" target=""_blank"">SharePoint Reference</a>"
5580,,CHROMALLOY (Thailand),HPC AM polishing & Profiling cell,30% Preliminary analysis,R.O.M. Submitted,25,20/12/2019,,,,,,,,,,,,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05580&v=search"" target=""_blank"">SharePoint Reference</a>"
5579,,CHROMALLOY (Thailand),HPC AM polishing & Profiling Study,75% Choosen,Proposal Submitted,60,20/12/2019,60% Hot Proposal,1/10/2019,19,5,0,50,0,23,348,0,0,Weld & A.M. Blending,RE-Profiling,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05579&v=search"" target=""_blank"">SharePoint Reference</a>"
5727,,Turbine Overhaul Services Pte Ltd (Pratt & Whitney),HPC Weld blending Study,30% Preliminary analysis,Develop Fixed Price Proposal,50,27/12/2019,,,13,17,0,64,0,111,340,0,8,Weld & A.M. Blending,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05727&v=search"" target=""_blank"">SharePoint Reference</a>"
5724,,Skyrizon,Blade polishing and profiling,30% Preliminary analysis,R.O.M. Submitted,25,27/12/2019,,,,,,,,,,,,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05724&v=search"" target=""_blank"">SharePoint Reference</a>"
,R-xxxx,Airfoil Services Sdn. Bhd. (ASSB),Tip Blending System,10% Project identified,Go/No-Go,10,30/12/2019,,,,,,,,,,,,Weld & A.M. Blending,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-xxxx&v=search"" target=""_blank"">SharePoint Reference</a>"
5900,,Guizhou Hangfei Precision Manufacturing Co. Ltd.,Blade Polishing and profiling cell,10% Project identified,R.O.M. Submitted,25,17/01/2020,,,,,,,,,,,,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05900&v=search"" target=""_blank"">SharePoint Reference</a>"
5753,,Wuxi Turbine Blade Co. Ltd.,(3) Compressor Blade Robotic Polishing System,10% Project identified,R.O.M. Submitted,25,28/02/2020,60% Hot Proposal,,25,387,161,284,0,328,890,102,246,Adaptive Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05753&v=search"" target=""_blank"">SharePoint Reference</a>"
5726,,Turbine Overhaul Services Pte Ltd (Pratt & Whitney),HPC Weld Blend & Profiling cell,10% Project identified,Budgetary Submitted,40,27/03/2020,,,34,424,206,299,0,250,1018,100,228,Weld & A.M. Blending,RE-Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05726&v=search"" target=""_blank"">SharePoint Reference</a>"
